"","","15.0000","Pullois OO, p. 27-31","","166v-168r","Hymnus","","46","In honorem BMV tempore Nativitas Domini","","15046","","4","","Flos de spina procreatur","AH 20,122, RH 6404","","Pullois (Llorens: Anonymus)"
"","","15.0000","","","168v-170r","Antiphon","","47","In honorem BMV","","15047","","4","","Ave Regina coelorum","RH 2070, CAO 1542, AR, p. 66, 69-I, AMo, p. 175, 179, LU, p. 274, 278","",""
"","","15.0000","","","170v-173r","-","","48","-","","15048","","4","","Angelorum decoratrix","Liturgisch nicht nachweisbar","",""
"","","15.0000","","","173v-176r","XX","","49","-","","15049","","4","","Salve virgo sanctissima","Liturgisch nicht nachweisbar","","Isaac, Heinrich (Llorens: Anonymus)"
"","","15.0000","","","176v-178r","XX","","50","S. Antonii de Padua XX?","","15050","","4","","Antonio turma fratrum","Liturgisch nicht nachweisbar","",""
"","","15.0000","","","178v-179r","Antiphon","","51","Festum Inventionis S. Crucis. In II. versperis. Ad Magnificat","","15051","","4","","Crucem sanctam subiit","RH 3985, CAO 1951, AR, p. 704, AMo, p. 131, 166, 468, 750, 931, LU, p. 1461","",""
"","","15.0000","Compère OO, vol. 4, p. 11-13","","179v-181r","XX","","52","Festum Inventionis S. Crucis","","15052","","4","","Crux triumphans","Liturgisch nicht nachweisbar","","Compère, Loyset (Llorens: Anonymus)"
"","","15.0000","GlarM, p. 320-323 (nur Teil 1)","","181v-183r","Antiphon","","53","Festum immaculati cordis BMV. Ad laudes et per horas","","15053","","4","","Ego dormio et cor meum","Ct 5:2, CAO 2571, LA, p. 992, AR 1912, p. [201]","","De Vigne, Antoine (Llorens: Anonymus)"
"","","15.0000","Compère OO, vol. 4, p. 49-51","","183v-185r","XX","","54","-","","15054","","4","","Sile fragor","Liturgisch nicht nachweisbar","","Compère, Loyset"
"","","15.0000","Compère OO, vol. 4, p. 8-10; AMMM, vol. 13, p. 157-164.","","185v-187r","Kyrie","","55","Ordinarium missae: Kyrie","","15055","","4","","Ave Maria - Kyrie eleison","CAO 1539 / Ordinarium missae: Kyrie","","Compère, Loyset"
"","","15.0000","","","187v-191r","XX","","56","-","","15056","","6","","Humilium decus","Liturgisch nicht nachweisbar","",""
"","","15.0000","JosquinW, Motetten, vol. 1, p. 105-109; AMMM, vol. 15, p. 86-94.","","191v-193r","Antiphon","","57","In honorem BMV","","15057","","4","","Alma Redemptoris Mater / Ave Regina coelorum","RH 861, CAO 1356, AR, p. 65, 69, LU, p. 277 / RH 2070, CAO 1542, AR, p. 66, 69-I, AMo, p. 173-174, 178-179, LU, p. 274, 278","","Josquin Desprez"
"","","15.0000","Compère OO, vol. 4, p. 45-48","","193v-196r","XX","","58","-","","15058","","4","","Propter gravamen","Liturgisch nicht nachweisbar","","Compère, Loyset"
"","","15.0000","Compère OO, vol. 3, p. 9-14","","196v-199r","XX","","59","-","","15059","","5","","Quis numerare quaeat","Liturgisch nicht nachweisbar","","Compère, Loyset"
"","","15.0000","","","199v-201r","Offertorium / Responsorium","","60","In Praesentatione BMV / In Assumptione BMV","","15060","","4","","Vidi speciosam","CAO 7878, LR, p. 376, AMi, p. 388 - 389, AMo, p. 1304-1305","",""
"","","15.0000","AMMM, vol. 11, p. 28-31 oder p. 58-62 oder p. 80-84 (keine Übersinstimmung).","","201v-204r","Antiphon","","61","In honorem BMV","","15061","","4","","Ave Regina coelorum","RH 2070, CAO 1542, AR, p. 66, 69-I, AMo, p. 175, 179, LU, p. 274, 278","","Weerbeke, Gaspar van"
"","","15.0000","","","204v-208r","Cantus","","62","- / Cantus ad bendictionem SS. Sacramenti. Pro pace","","15062","","5","","Dulcis amica Dei digna / Da pacem Domine","Liturgisch nicht nachweisbar / LU, p. 1867","","Weerbeke, Gaspar van"
"","","15.0000","","","208v-212r","Antiphon","","63","Dominica ad completorium","","15063","","4","","Salve Regina","AH 50,318, RH 18417, AR, p. 68, 69-I, AMo, p. 176 - 177, 180, LU, p. 279","","Compère, Loyset? (Llorens)"
"","","15.0000","","","212v-215r","Antiphon","","64","Dominica ad completorium","","15064","","3","","Salve Regina","AH 50,318, RH 18417, AR, p. 68, 69-I, AMo, p. 176 - 177, 180, LU, p. 279","","Martini, Johannes? (Llorens)"
"","","15.0000","","","215v-219r","Antiphon","","65","Dominica ad completorium","","15065","","4","","Salve Regina","AH 50,318, RH 18417, AR, p. 68, 69-I, AMo, p. 176 - 177, 180, LU, p. 279","","Compère, Loyset? (Llorens)"
"","","15.0000","","","219v-222r","Antiphon","","66","Dominica ad completorium","","15066","","4","","Salve Regina","AH 50,318, RH 18417, AR, p. 68, 69-I, AMo, p. 176 - 177, 180, LU, p. 279","","Orto, Marbriano de? (Llorens)"
"","","15.0000","","","222v-224r","Antiphon","","67","Dominica ad completorium","","15067","","3","","Salve Regina","AH 50,318, RH 18417, AR, p. 68, 69-I, AMo, p. 176 - 177, 180, LU, p. 279","","Isaac, Heinrich (Llorens: Agricola, Alexander)"
"","","15.0000","","","224v-229r","Antiphon","","68","Dominica ad completorium","","15068","","4","","Salve Regina","AH 50,318, RH 18417, AR, p. 68, 69-I, AMo, p. 176 - 177, 180, LU, p. 279","",""
"","","15.0000","","","229v-231r","Antiphon","","69","De S. Mitrio. Ad vesperas. Ad Magnificat","","15069","","4","","O felix urbs aquentium","AH 18.177","",""
