"14011","2","78v-80r","Dufay, Guillaume","Missa Ecce ancilla Domini","[Gloria] Et in terra / Qui tollis","ST|AB / -","T ""Ecce ancilla domini"", doppelt textiert mit Ordinariumstext; ab Qui tollis ""Beata es Maria""-Tropus; T, B unvollst. textiert"
"14011","3","80v-83r","Dufay, Guillaume","Missa Ecce ancilla Domini","[Credo] Patrem / Et incarnatus / Crucifixus / Et in spiritum","ST|AB / S|A / ST|AB / -","T ""Ecce""/Ordinariumstext, ab Crucifixus ""Beata es""-Tropus; T, B unvollst. textiert, Cantus und Contra[altus]:""Duo Et incarnatus""."
"14011","4","83v-85r","Dufay, Guillaume","Missa Ecce ancilla Domini","Sanctus / Pleni / Osanna / Benedictus / Osanna","ST|AB / S|A / ST|AB / S|A / ST|AB","Os 2: T ""Beata es Osanna que credidisti"", Cantus und Contra[altus]:""Duo Pleni"" und im Tenor und Contra[bassus]:""Pleni tacet"", Cantus und Contra[altus]:""Duo Benedictus"" und im Tenor und Contra[bassus]:""Benedictus tacet""."
"14011","5","85v-86r","Dufay, Guillaume","Missa Ecce ancilla Domini","Agnus Dei / Agnus Dei / Agnus Dei [dona nobis pacem]","ST|AB / S|A / ST|AB","Zweites Agnus in Cantus und Contra[altus]:""Duo"", danach ""Agnus ut supra"", in Tenor nach dem ersten Agnus :""Agnus tacet"" und Contra[bassus]:""2o tacet"""
"14012","1","87v-89r","Regis, Johannes","Missa Ecce ancilla Domini","Kyrie","ST|AB","Ky 1: T ""Ecce ancilla domini"", B ""Ne timeas maria""; Ch: T ""Beata es maria""; Ky 2: T ""Perficientur in te"""
"14012","2","89v-92r","Regis, Johannes","Missa Ecce ancilla Domini","[Gloria] Et in terra / Qui tollis / Cum sancto","ST|AB / - / -","T ""Ecce ancilla"", B ""Ne timeas""; ab Qui tollis T, B ""Beatam me dicent"", ab Cum sancto T ""Ecce ancilla""; in T, B Tropus Text gleichzeitig und vermischt mit Ordinariumstext"
"14012","3","92v-96r","Regis, Johannes","Missa Ecce ancilla Domini","[Credo] Patrem / Et resurrexit / Cuius regni non erit finis","ST|AB / S|A / ST|AB","B ? ""Ne timeas Maria""; ab Qui propter T ""[Ecce ancilla Domini] fiat mihi"", B ""ecce concipies""; ab Et incarnatus T ""Beatam me dicent"", B ""Spiritus sanctus"", ab Cuius regio B ""Missus est Gabriel"""
"14012","4","r96v-99bis/v","Regis, Johannes","Missa Ecce ancilla Domini","Sanctus / Pleni / Osanna / Benedictus / Osanna","ST|AB / S|AB / ST|AB / -","Sa: T ""Ecce ancilla""; Be: T ""Spiritus Sanctus""; Os 2: T ""Ecce ancilla"", Im Tenor:""Pleni tacet""."
"14012","5","99bis/v-101r","Regis, Johannes","Missa Ecce ancilla Domini","Agnus Dei / Agnus Dei / Agnus Dei [dona nobis pacem]","ST|AB / S|AB / ST|AB","T ""Ecce ancilla"", im Tenor ""2o tacet""."
"14013","1","101v-103r","Dufay, Guillaume","Missa L'homme armé","Kyrie","ST|AB","T ""Lomme lomme arme; Ky 2: T ""Canon Ad medium referas, pausas relinquendo priores"". Die hier als Bass aufgeführte Stimme ist im Original ""Contratenor"" benannt und steht im C4-Schlüssel."
"14013","2","103v-105r","Dufay, Guillaume","Missa L'homme armé","[Gloria] Et in terra / Qui tollis","ST|AB / -",""
"14014","1","106v-107r","Busnois, Antoine","Missa L'homme armé","Kyrie / Christe / Kyrie","ST|AB / S|AB / ST|AB","T ""Loume loume Arme"", im Tenor:""Christe tacet"". Die hier als Bass aufgeführte Stimme ist im Original ""Contratenor"" benannt und steht im C4-Schlüssel."
"14014","2","107v-110r","Busnois, Antoine","Missa L'homme armé","[Gloria] Et in terra / Qui tollis / Tu solus Dominus","ST|AB / - / -","T ab Gratias agimus, Qui tollis ""Ad longoum"" jeweils Grundform und Auflösung untereinander"
"14014","3","110v-113r","Busnois, Antoine","Missa L'homme armé","[Credo] Patrem / Et incarnatus / Confiteor","ST|AB / - / -","T ""Canon ne sonites cachefaton, sume lychanosipaton"" mit Auflösung; ab Confiteor ""Tenor Ad longum"""
"14014","4","113v-115r","Busnois, Antoine","Missa L'homme armé","Sanctus / Pleni / Osanna / Benedictus / Osanna","ST|AB / S|AB / ST|AB / S|AB / ST|AB","T ""ad longum"""
"14014","5","115v-117r","Busnois, Antoine","Missa L'homme armé","Agnus Dei","ST|AB","Ag 1: T ""ad longum"" Grundform und Aufl.; Ag 3: T ""Ad longum"" nur Aufl., T ""Regularis"", ""Canon Ubi thesis assint sceptra, ibi arsis et e contra"" ??, darunter T ""Tenor iste vacat quia non habet locum"""
"14015","1","117v-119r","Regis, Johannes","Missa L'homme armé (Dum sacrum mysterium)","Kyrie","ST|AB","Ky: T, A ""Dum sacrum misterium""; Ch: T, A ""Michael archangelus"" mit Ord.-Text vermischt"
"14015","2","119v-121r","Regis, Johannes","Missa L'homme armé (Dum sacrum mysterium)","[Gloria] Et in terra / Qui tollis / Qui sedes","ST|AB / S|A / ST|AB","T, A ""Dum sacrum misterium"" (A als Tropus); ab Qui sedes T, A ""Michael archangelus"" (A als Tropus), in Cantus und Contra[altus] bei Qui tolis:""Duo""."
"14015","3","121v-124r","Regis, Johannes","Missa L'homme armé (Dum sacrum mysterium)","[Credo] Patrem / Et incarnatus / Et resurrexit / Et iterum","ST|AB / - / S|A / ST|AB","T, A ""Dum sacrum misterium"" (A als Tropus); ab Et iterum T, A ""Michael archangelus"" (A als Tropus), in Tenor und Contra[bassus]:""Et resurrexit tacet""."
"14015","4","124v-126r","Regis, Johannes","Missa L'homme armé (Dum sacrum mysterium)","Sanctus / Pleni / Benedictus / Osanna","ST|AB / - / S|A","Sa: T ""Dum cerneret belli"", A ""Laudemus Dominum quem laudent angeli""; Be ohne Tropus, im Cantus und Contra[altus] beim Benedictus:""Duo""."
"14015","5","126v-127r","Regis, Johannes","Missa L'homme armé (Dum sacrum mysterium)","Agnus Dei / Agnus Dei / Agnus Dei [dona nobis pacem]","ST|AB / S|A / ST|AB","Ag I: T ""Dum cerneret belli"", beim zweiten Agnus in Cantus und Contra[altus]:""Duo"" und in Tenor und Contra[bassus]:""Agnus tacet""."
"14016","1","127v-128r","Caron, Philippe","Missa L'homme armé","Kyrie","ST|AB","T ""Lome lome arme"""
"14016","2","128v-130r","Caron, Philippe","Missa L'homme armé","[Gloria] Et in terra / Domine fili / Qui tollis / Cum sancto","ST|AB / S|A / ST|AB / -","In Tenor und Contra[bassus]:""Domine fili tacet""."
"14016","3","130v-133r","Caron, Philippe","Missa L'homme armé","[Credo] Patrem / Crucifixus / Et ascendit","ST|AB / S|A / ST|AB","In Cantus und Contra[altus] beim Crucifixus:""Duo"", und nur im Contra[bassus]:""Crucifixus tacet"""
"14016","4","133v-136r","Caron, Philippe","Missa L'homme armé","Sanctus / Pleni / Osanna / Benedictus / Osanna","ST|AB / S|A / ST|AB / S|A / ST|AB","Im Cantus und Contra[altus] beim Pleni und beim Benedictus:""Duo"", im Contra[bassus]:""Benedictus tacet""."
"14016","5","136v-138r","Caron, Philippe","Missa L'homme armé","Agnus Dei / Agnus Dei / Agnus Dei [dona nobis pacem]","ST|AB / S|A / ST|AB","Im Tenor und Contra[bassus]:""2o Agnus tacet"", entsprechend in Cantus und Contra[altus] ebenda:""Duo""."
"14017","1","138v-140r","Faugues, Guillaume","Missa L'homme armé","Kyrie","S|TA","T ""Lomme arme""; keine Kanonvorschrift"
"14017","2","140v-142r","Faugues, Guillaume","Missa L'homme armé","[Gloria] Et in terra","S|TA",""
"14017","3","142v-145r","Faugues, Guillaume","Missa L'homme armé","[Credo] Patrem / Crucifixus","S|TA / S|A",""
"14017","4","145v-147r","Faugues, Guillaume","Missa L'homme armé","Sanctus / Pleni / Benedictus","S|TA / S|A / S|TB / S|A","Im Cantus und Contra[bassus]:""Duo Pleni"" und später ""Duo Benedictus"", während im Tenor ""Pleni tacet"" angegeben ist. Nach dem Benedictus ""Osanna ut supra""."
"14017","5","147v-149r","Faugues, Guillaume","Missa L'homme armé","Agnus Dei","S|TA / S|A/ S|TA","Ag 3: ""Agnus ut supra"" (T auch doppelt textiert); auf fol. 149r im Altus und zweiten Agnus eine neuere handschriftliche 2. Fassung des obigen."
"14018","1","149v-150r","Ockeghem, Johannes","Missa De plus en plus","Kyrie","ST|AB","T ""Deplus enplus"""
"14018","2","150v-152r","Ockeghem, Johannes","Missa De plus en plus","[Gloria] Et in terra / Qui tollis","ST|AB / -",""
"14018","3","152v-155r","Ockeghem, Johannes","Missa De plus en plus","[Credo] Patrem / Et incarnatus /","ST|AB / -",""
"14018","4","155v-158r","Ockeghem, Johannes","Missa De plus en plus","Sanctus / Pleni / Osanna / Benedictus","ST|AB / S|AB / S[T]|B","Sa: T 2. Version ""Vel sic""; Be 2 v., ""Benedictus"" im T, ab ""Qui venit"" im B. Im Contra[altus]:""Benedictus tacet"", im Zenor:""Qui veniot tacet"", danach in allen Stimmen:""Osanna ut supra""."
"14018","5","158v-160r","Ockeghem, Johannes","Missa De plus en plus","Agnus Dei","ST|AB",""
"14019","1","160v-162r","","Missa Puis que je vis","Kyrie","ST|AB","T ""Puis que ie vis"""
"14019","2","162v-164r","","Missa Puis que je vis","[Gloria] Et in terra / Qui tollis / Suscipe deprecationem","ST|AB / S|A / STAB","Ab ""suscipe deprecationem"" alle Stimmen, aber keine Abschnittskennzeichnung."
"14019","3","164v-167r","","Missa Puis que je vis","[Credo] Patrem / Et resurrexit / Et iterum / Confiteor","ST|AB / S|A / S|AB / ST|AB",""
"14019","4","167v-169r","","Missa Puis que je vis","Sanctus / Pleni / Osanna / Benedictus","ST|AB / S|AB / ST|AB / S|AB","Im Tenor:""Pleni tacet"" und ""Benedictus tacet"" und nach allen Stimmen ""Osanna ut supra""."
"14019","5","169v.170r","","Missa Puis que je vis","Agnus Dei / Agnus Dei / Agnus Dei [dona nobis pacem]","ST|AB / S|A / ST|AB","Im Tenor und Contra[bassus]:""2o agnus tacet""."
"15000","1","1r-1vXX","","","","","leer? und Vorsatzblatt?"
"15000","2","2rXX","","","","","""PONTIFICATVS / INNOCENTII PAPAE XIII / ANNO SECVNDO / [Wappen Innozenz' XIII.] / FRANCISCVS VIVIANVS [über Rasur] / Magister Cappellae Pontificiae / Pro tempore Existens / Restauravit Anno Dni / MDCCXXII""."
"15000","3","70v-71r","","","","","leer"
"15000","4","76v-77r","","","","","leer"
"15000","5","84v-85r","","","","","leer"
"15000","6","99v-100r","","","","","leer"
