"18035","F642 (1554)","Scotto","p. 20-25","""Costantio Festa""","Festa, Costanzo","Magnificat (quinti toni)"
"18035","I-CMac","G","36v-46r","","Festa, Costanzo","Magnificat (quinti toni)"
"18036","BAV","CG XII.5","60v-72r (n. 6)","""Costantio Festa""","Festa, Costanzo","Magnificat (sexti toni)"
"18036","F642 (1554)","Scotto","p. 25-29","""Costantio Festa""","Festa, Costanzo","Magnificat (sexti toni)"
"18036","I-CMac","G","46v-53r","","Festa, Costanzo","Magnificat (sexti toni)"
"18037","BAV","CG XII.5","72v-84r (n. 7)","""Constantio Festa""","Festa, Costanzo","Magnificat (septimi toni)"
"18037","F642 (1554)","Scotto","p. 30-33","""Constantio Festa""","Festa, Costanzo","Magnificat (septimi toni)"
"18037","I-CMac","G","53v-60r","","Festa, Costanzo","Magnificat (septimi toni)"
"18038","BAV","CG XII.5","84v-97r (n. 8)","""Costantio Festa""","Festa, Costanzo","Magnificat (octavi toni)"
"18038","BAV","SM 32 (olim J. J. III. 10)","74v-87r (70v-83r)","""Festa""","Festa, Costanzo","Magnificat (octavi toni)"
"18038","F642 (1554)","Scotto","p. 34-39","""Costantio Festa""","Festa, Costanzo","Magnificat (octavi toni)"
"18038","I-CMac","C","111v-112r","","Festa, Costanzo","Magnificat (octavi toni)"
"18038","I-CMac","G","60v-73r","","Festa, Costanzo","Magnificat (octavi toni)"
"18039","BAV","CS 21 (=21021)","140r-141r","[Festa]","Festa, Costanzo","Benedicamus"
"18040","keine","-","-","-","Festa, Costanzo","Benedicamus"
"18041","BAV","CS 20 (=20032)","120v-121r","[Festa]","Festa, Costanzo","Benedicamus"
"18041","BAV","CS 21 (=21022)","141v-142r","Festa","Festa, Costanzo","Benedicamus"
"18042","keine","-","-","-","Festa, Costanzo","Benedicamus"
"18043","keine","-","-","-","-","Petrus apostolus et Paulus doctor"
"18044","keine","-","-","-","-","Da pacem Domine"
"19001","keine","-","-","-","Beausseron, Johannes","Missa de beata Virgine"
"19002","1545/06","Rhaw","n. 50","Quam bonus et suavis domine [= Pleni sunt coeli from Missa Es hat ein sin]","Gascongne, Mathieu","Missa En satazin"
"19002","1545/07","Rhaw","n. 62","Bonus homo de thesauro cordis sui profert [= Crucifixus from Missa Es hat ein sin]","Gascongne, Mathieu","Missa En satazin"
"19002","1545/07","Rhaw","n. 65","Ego sum panis vitae qui venit ad me [= Domine deus from Missa Es hat ein sin]","Gascongne, Mathieu","Missa En satazin"
"19002","D-HEu","cpg 318","65v","""Missa In mi""","Gascongne, Mathieu","Missa En satazin"
"19002","D-Mbs","260","24v-25r (n. 36)","Domine Deus agnus Dei [Missa Es hat ein sin]","Gascongne, Mathieu","Missa En satazin"
"19002","D-Mbs","260","25v-26r (n. 37 und 38)","Crucifixus und Et resurrexit [Missa Es hat ein sin]","Gascongne, Mathieu","Missa En satazin"
"19002","D-Mbs","260","26v-27r (n. 39 und 40)","Pleni und Agnus dei qui tollis peccata [= Agnus II aus der Missa Es hat ein sin]","Gascongne, Mathieu","Missa En satazin"
"19002","D-Mbs","F","17v-36r (n. 2)","""Missa Es hat ein sin""","Gascongne, Mathieu","Missa En satazin"
"19002","E-MO","771","33v-72r XX?","","Gascongne, Mathieu","Missa En satazin"
"19002","F-CA","3","83v-98r","""En Satenzin""","Gascongne, Mathieu","Missa En satazin"
"19003","E-MO","771","33v-72r XX?","""Jo. Lupi""","Lupi, Johannes (Lupus Hellinck)","Missa Min vriendinne"
"19003","F-CA","3","118v-137r","","Lupi, Johannes (Lupus Hellinck)","Missa Min vriendinne"
"19004","E-Boc","6","47v-62r","""Christoforus Morales""","Morales, Cristóbal de","Missa de beata Virgine"
"19004","E-Mmc (Mservera)","R. 6832 (olim 607)","p. 342-383","Privatbibl.  Don Barth. March Servera Ms.R.6832 (olim Biblioteca de la Casa Duque de Medinaceli 607)","Morales, Cristóbal de","Missa de beata Virgine"
"19004","E-Tc","29","31r-65r","","Morales, Cristóbal de","Missa de beata Virgine"
"19004","I-CFm","53","n. 1 (1r-19r)","","Morales, Cristóbal de","Missa de beata Virgine"
"19004","M3575 (1540)","Scotto","7r-10v","","Morales, Cristóbal de","Missa de beata Virgine"
"19004","M3579 (=1565/01)","Scotto","","","Morales, Cristóbal de","Missa de beata Virgine"
"19004","M3581 (1546)","Moderne","69v-92r","","Morales, Cristóbal de","Missa de beata Virgine"
"19004","M3582 (1544)","Dorico","69v-92r","","Morales, Cristóbal de","Missa de beata Virgine"
"19004","M3588 (=1544/03)","Scotto","10v-14r","","Morales, Cristóbal de","Missa de beata Virgine"
"19004","M3589 (=1547/04)","Gardane","5r-8v","","Morales, Cristóbal de","Missa de beata Virgine"
"19004","NL-Lml","1440","1v-24r","""Morales""","Morales, Cristóbal de","Missa de beata Virgine"
"19005","keine","-","-","-","Piéton, Loyset","Missa In te Domine speravi"
"19006","D-Sl","46","1-38 (n. 1)","""Adriani Willaert""","Hesdin, Nicolas (K: Willaert?)","Missa Benedicta es coelorum Regina"
"19006","I-Bc","Q24","n. 6","","Hesdin, Nicolas (K: Willaert?)","Missa Benedicta es coelorum Regina"
"19006","I-MOe","N.1.2","19v-36r (n. 2)","""Hedin""","Hesdin, Nicolas (K: Willaert?)","Missa Benedicta es coelorum Regina"
"19006","I-REsp","s.s.","149r-158r (n. 21)","","Hesdin, Nicolas (K: Willaert?)","Missa Benedicta es coelorum Regina"
"19006","NL-SH","75","131v-154r","","Hesdin, Nicolas (K: Willaert?)","Missa Benedicta es coelorum Regina"
"19006","P-Cug","2","138r-156r (n. 9)","ein Teil des Kyrie fehlt","Hesdin, Nicolas (K: Willaert?)","Missa Benedicta es coelorum Regina"
"19007","I-Rmassimo","23-4","58r-59v (n. 43)","Jo: Beauseron","Beausseron, Johannes","Salve Regina"
"19008","BAV","CG XII.4","46v-48r (Census: 49v-51r (n. 19))","Jo. Lheretier","Lhéritier, Jean","Sub tuum praesidium"
"19008","D-Sl","36","214v-223r (n. 16)","","Lhéritier, Jean","Sub tuum praesidium"
"19008","I-Bc","Q20","48v-49r (n. 35)","Io. Liritier","Lhéritier, Jean","Sub tuum praesidium"
"19008","I-PCd","(5)","91r-91v (n. 85)","","Lhéritier, Jean","Sub tuum praesidium"
"19008","I-Rmassimo","23-4","9v-10r (n. 10)","Jo. Lheritier","Lhéritier, Jean","Sub tuum praesidium"
"19008","I-Rv","35-40 (olim S.Borr.E.II)","n. 66 (zweite Zählung n. 21)","""Lirithyer""","Lhéritier, Jean","Sub tuum praesidium"
"19009","1553/13","Susato","15r-16r","","Brumen, Denis (Ll: Brumel, K: Richafort?))","In illo tempore dixit Jesus"
"19009","CZ-HK","II.A.26","116-119 (n. 50)","[Briant/Richafort]","Brumen, Denis (Ll: Brumel, K: Richafort?))","In illo tempore dixit Jesus"
"19009","CZ-HK","II.A.30","20v-22r (n.16)","Brumen [= Briant]/[Richafort]","Brumen, Denis (Ll: Brumel, K: Richafort?))","In illo tempore dixit Jesus"
"19009","D-Mu","401","42r-43r (n. 30)","""Richafort""/[Briant]","Brumen, Denis (Ll: Brumel, K: Richafort?))","In illo tempore dixit Jesus"
"19009","I-Lg","775","25v-26v (n. 18)","[Briant/Richafort]","Brumen, Denis (Ll: Brumel, K: Richafort?))","In illo tempore dixit Jesus"
"19009","PL-WRu (olim Breslau, Stadtbibliothek)","5","n. 148","Brumen [= Briant]","Brumen, Denis (Ll: Brumel, K: Richafort?))","In illo tempore dixit Jesus"
"19010","1538/02 [=1539/04=1542/04]","Moderne","p. 19 (n. 9)","""Archadelt"", mit p. 16 falsch paginiert","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","1539/04 [=1538/02=1542/04]","Moderne","p. 19 (n. 9)","""Archadelt""","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","1539/06","Gardane","n. 6 (Census: n. 3)","Arcadelt","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","1539/08","Schöffer","n. 28","Arcadelt","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","1540/06","Petreius","*d2v (n. 17)","""Archadelt"", [nur 1. Teil]","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","1542/04 [=1538/02=1539/04]","Moderne","p. 19 (n. 9)","""Archadelt""","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","1550/02","Berg [Montanus] & Neuber","n. 10","Arcadelt","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","1555/10","Berg [Montanus] & Neuber","n. 31","Arcadelt","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","1556/32","Eichorn","40r","Tabulatur","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","1575/17","Beyer/Gerlach","64r","Tabulatur","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","1583/24","Beyer","89v","Tab.","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","B-LVu","163","17v-19v (n. 7)","""Archadelt""","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","CZ-HK","29","p. 145-147 (n. 74)","","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","CZ-HK","30","22r-22v (n. 17)","","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","CZ-RO","22","44-44v (n. 42)","","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","D-B","40329","T2, p. 2-3 (n. 21)","","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","D-Dl","Grimma 56","n. 55","","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","D-Dlb","Glashütte 5","n. 109 (Teramoto/Brinzing: n. 107)","","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","D-HEu","cpg 318","48v und 56r","""Archadelt"" und ""Arhadelt""","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","D-LEu","49","128v-129v (n. 89)","","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","D-Lr","150","n. 41","Stb. ""Archadelt""","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","D-LÜh","A 203","n. 27","Stb. ""Archadelt""","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","D-Mu","326-327","45v-46v (n. 35)","Arcadelt","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","D-Rp","A.R. 875-877","n. 38","""Archadelt""","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","D-Rp","A.R. 940-941","n. 221","""Archadelt""","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","D-Z","74/1","n. 81","""Archadelt""","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","I-Fd","11","72v-75r (n. 17)","","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","I-Lg","775","16v-17r (n. 12)","","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","I-Rv","35-40 (olim S.Borr.E.II)","n. 24","""Archadelt""","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","NL-Lml","1440","183v-186r (n. 17)","","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","P-Cug","32","113v-115r (n. 70)","","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","PL-WRu (olim Breslau, Stadtbibliothek)"," 3","n. 16","Arcadelt (Tab.)","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","PL-WRu (olim Breslau, Stadtbibliothek)"," 5","n. 130","Arcadelt","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","PL-WRu (olim Breslau, Stadtbibliothek)","10","n. 16","Verdelot","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19010","PL-WRu (olim Breslau, Stadtbibliothek)","12","n. 61 (Teramoto/Brinzing: n. 62)","Verdelot","Arcadelt, Jacques (K: Verdelot?)","Dum complerentur dies Pentecostes"
"19011","1553/08","Susato","","","Maistre Jhan","Ambulans Iesus / Dilexit Andream Dominus"
"19011","BAV","CG XII.4","85v-89r (n. 30)","""Maistre Jehan""","Maistre Jhan","Ambulans Iesus / Dilexit Andream Dominus"
"19011","D-Rp","A.R. 940-941","n. 68","","Maistre Jhan","Ambulans Iesus / Dilexit Andream Dominus"
"19011","D-Usch","237","44v-46r (n. 69)","","Maistre Jhan","Ambulans Iesus / Dilexit Andream Dominus"
"19011","I-PCd","(5)","95v-96v (n. 89)","","Maistre Jhan","Ambulans Iesus / Dilexit Andream Dominus"
"19011","I-TRbc","36","n. 22","","Maistre Jhan","Ambulans Iesus / Dilexit Andream Dominus"
"19012","I-Pc","D27","n. 68","","Maistre Jhan","Virgo Dei mater"
"19012","I-PCd","(5)","69r (n. 71)","","Maistre Jhan","Virgo Dei mater"
"19012","I-TVd","36","8v-9r, 9r-10r, 8r-8v, 9r-10r, 8r-8v (n. 11)","","Maistre Jhan","Virgo Dei mater"
"19013","1539/05","Moderne","12-13 (n. 7)","M. Ihean","Maistre Jhan","Locuti sunt adversum me"
"19014","1519/03 [1526/04]","Petrucci","n. 3","Josquin","Josquin Desprez","Missus est Gabriel angelus ad Deo"
"19014","1520/04","Grimm & Wyrsung","165v-176r (n. 16)","Mouton","Josquin Desprez","Missus est Gabriel angelus ad Deo"
"19014","1526/04 [=1519/03]","Giunta/Pasoti/Dorico","n. 3","Josquin","Josquin Desprez","Missus est Gabriel angelus ad Deo"
"19014","1559/01","Berg [Montanus] & Neuber","n. 10","Mouton","Josquin Desprez","Missus est Gabriel angelus ad Deo"
"19014","BAV","CG XII.4","148v-153r (n. 45)","Josquin","Josquin Desprez","Missus est Gabriel angelus ad Deo"
"19014","BAV","CS 42 (nicht=42006)","25v-31r (n. 6)","keine Übereinstimmung!!!","Josquin Desprez","Missus est Gabriel angelus ad Deo"
"19014","BAV","CS 63 (nicht=63007)","49v-50r (n. 7)","keine Übereinstimmung!!!","Josquin Desprez","Missus est Gabriel angelus ad Deo"
"19014","CZ-HK","II.A.30","132v-134r (n. 111)","","Josquin Desprez","Missus est Gabriel angelus ad Deo"
"19014","D-Mu","Art. 401, Append.","n. 40-41","Josquin, 2. S. fehlt, im Baß ""Mouton"" ausgestrichen","Josquin Desprez","Missus est Gabriel angelus ad Deo"
"19014","D-Usch","237","12r-12v (n. 13)","","Josquin Desprez","Missus est Gabriel angelus ad Deo"
"19014","GB-Lbl","Royal 8 G.vii","23v-25r (n. 15)","","Josquin Desprez","Missus est Gabriel angelus ad Deo"
"19014","I-Fl","666 (Medici-Kodex)","132v-138r (n. 48)","""Monton""","Josquin Desprez","Missus est Gabriel angelus ad Deo"
"19015","1549/03","Scotto","2","","Morales, Cristóbal de","Veni Domine et noli tardare"
"19015","1554/32","Montesdoca","57r","Vihuela","Morales, Cristóbal de","Veni Domine et noli tardare"
"19015","1556/09","Berg [Montanus] & Neuber","n. 40","","Morales, Cristóbal de","Veni Domine et noli tardare"
"19015","BAV","CG XII.4","104v-106r (n. 35)","Morales","Morales, Cristóbal de","Veni Domine et noli tardare"
"19015","BAV","CS 484-489 (=484052 etc.)","484: 47r-47v, 485: 49r-50r, 486: 48r-48v, 487: 43v-44r, 488: 30v-31v, 489: 18v-19r","","Morales, Cristóbal de","Veni Domine et noli tardare"
"19015","E-GRcr","975","162v-163r (n. 95)","Morales","Morales, Cristóbal de","Veni Domine et noli tardare"
"20001","GB-Lbl","Add. 19583","17v-19r","""Con. Festa"", nur A und T(verändert)","Festa, Costanzo","Deduc me Domine"
"20001","I-Fl","666 (Medici-Kodex)","26v-32r (n. 6)","""Constantius Festa""","Festa, Costanzo","Deduc me Domine"
"20001","I-MOe","F. 2.29 (Lat. 1232)","9r-9v und 13r","Fragment Ten.","Festa, Costanzo","Deduc me Domine"
"20002","D-Bgsa","7 (olim Königsberg 1740)","136v-138r","","Festa, Costanzo","Video in hac crucis ara"
"20003","keine","-","-","-","Festa, Costanzo","Ecce Deus Salvator meus"
"20004","I-TVd","4","zerstört","Festa","Festa, Costanzo","Quasi stella matutina"
"20005","I-VEcap","760","26v-27r","Festa","Festa, Costanzo","Sub tuum praesidium"
"20006","I-CMac","N(H)","14v-15r","","Festa, Costanzo","Regina coeli laetare"
"20007","keine","-","-","-","Festa, Costanzo","Alma Redemptoris Mater"
"20008","keine","-","-","-","Festa, Costanzo","Ave virgo immaculata"
"20009","keine","-","-","-","Festa, Costanzo","Factus est repente"
"20010","keine","-","-","-","Festa, Costanzo","Virgo Maria non est tibi similis"
"20011","keine","-","-","-","Festa, Costanzo","Deus qui beatum"
"20012","keine","-","-","-","Festa, Costanzo","Regina coeli laetare"
"20013","keine","-","-","-","Festa, Costanzo","Regina coeli laetare"
"20014","I-Rv","35-40 (olim S.Borr.E.II)","n. 45","Festa","Festa, Costanzo","Deus venerunt gentes"
"20015","keine","-","-","-","Festa, Costanzo","Sancto disponente spiritu"
"20016","keine","-","-","-","Festa, Costanzo","O lux et decus Hispaniae"
"20017","keine","-","-","-","Festa, Costanzo","Iesu Nazarene respice"
"20018","keine","-","-","-","Festa, Costanzo","Inclitae sanctae virginis"
"20019","BAV","CG XII.4","52v-55r (n. 22) Llorens: 56v-59r","Festa","Festa, Costanzo","Ave nobilissima creatura"
"20020","I-Pc","A 17","120v-123r","","Festa, Costanzo","Vidi speciosam"
"20021","I-Rv","35-40 (olim S.Borr.E.II)","n. 56 (zweite Zählung n. 11)","Festa","Festa, Costanzo","Exaltabo te Domine"
"20022","keine","-","-","-","Festa, Costanzo","Domine non secundum"
"20023","BAV","CG XII.4","136v-140r (n. 43) Llorens: 141v-145r","Festa","Festa, Costanzo","Ave Regina coelorum"
"20023","BAV","CS 17 (=17011)","136v-140r","Festa","Festa, Costanzo","Ave Regina coelorum"
"20024","keine","-","-","-","Festa, Costanzo","Ecce iste venit transiens"
"20025","I-CNM","(1)","94v-95r","","Festa, Costanzo","Ecce advenit dominator"
"20026","keine","-","-","-","Festa, Costanzo","Alma Redemptoris Mater"
"20027","keine","-","-","-","Festa, Costanzo","Pater noster / Ave Maria gratia plena"
"20028","BAV","CG XII.4","140v-143r (n. 44) Llorens 145v-148r","Festa","Festa, Costanzo","Regina coeli laetare"
"20029","keine","-","-","-","Festa, Costanzo","Regina coeli laetare"
"20030","BAV","CG XII.4","129v-136r (n. 42) Llorens 134v-141r","Festa","Festa, Costanzo","Laetemur omnes et exultemus"
"20030","I-Fn","Magl. XIX.125bis","1r-3v","nur A2","Festa, Costanzo","Laetemur omnes et exultemus"
"20030","I-Rv","35-40 (olim S.Borr.E.II)","n. 52 (zweite Zählung n. 7)","Festa","Festa, Costanzo","Laetemur omnes et exultemus"
"20031","I-Bc","Q31","137v-145r","Festa","Festa, Costanzo","Te Deum laudamus"
"20032","1596/03","Muti","p. 51-55","","Festa, Costanzo","Deo dicamus gratias"
"20032","A-Wn","16232","B 3200","Partiturabschrift","Festa, Costanzo","Deo dicamus gratias"
"20032","BAV","CS 18 (=21021)","194v","Festa","Festa, Costanzo","Benedicamus"
"20032","I-Bc","Q31","137v-141r, 141v-146r","ungerad- und geradzahlige Verse getrennt notiert, ""Constantius Festa""","Festa, Costanzo","Deo dicamus gratias"
"20033","BAV","CS 46 (=46040)","134v-137r","Festa","Festa, Costanzo","Inviolata integra et casta"
"20034","keine","-","-","-","Festa, Costanzo","Regina coeli laetare"
"20035","keine","-","-","-","Festa, Costanzo","Lumen ad revelationem / Nunc dimittis"
"21001","BAV","CG XII.6","4v-9r (n. 1)","","Festa, Costanzo","Christe Redemptor omnium ex patre"
"21001","BAV","CS 18 (=18002)","6v-10r","","Festa, Costanzo","Christe Redemptor omnium ex patre"
"21001","BAV","SM 26","4v-9r","","Festa, Costanzo","Christe Redemptor omnium ex patre"
"21001","BAV","Vat.lat 10776","43v-48r","","Festa, Costanzo","Christe Redemptor omnium ex patre"
"21001","I-Bl","Q31","3v-8r","","Festa, Costanzo","Christe Redemptor omnium ex patre"
"21001","I-CMac","C","4v-8r","","Festa, Costanzo","Christe Redemptor omnium ex patre"
"21001","I-Ls","A 8","1v-6r","","Festa, Costanzo","Christe Redemptor omnium ex patre"
"21001","I-Rsg","61","4v-7r","","Festa, Costanzo","Christe Redemptor omnium ex patre"
"21002","BAV","CG XII.6","10v-13r (n. 3)","","Festa, Costanzo","Hostis Herodes impie"
"21002","BAV","CS 18 (=18003)","10v-13r","","Festa, Costanzo","Hostis Herodes impie"
"21002","BAV","SM 26","9v-12r","","Festa, Costanzo","Hostis Herodes impie"
"21002","I-Bl","Q31","8v-11r","","Festa, Costanzo","Hostis Herodes impie"
"21002","I-CMac","C","8v-11r","","Festa, Costanzo","Hostis Herodes impie"
"21002","I-Ls","A 8","6v-8r","","Festa, Costanzo","Hostis Herodes impie"
"21002","I-Rsg","61","8v-11r","","Festa, Costanzo","Hostis Herodes impie"
"21003","BAV","CG XII.6","42v-45r (n. 12)","","Festa, Costanzo","Iesu nostra redemptio"
"21003","BAV","CS 18 (=18012)","42v-45r","","Festa, Costanzo","Iesu nostra redemptio"
"21003","BAV","SM 26","41v-44r","","Festa, Costanzo","Iesu nostra redemptio"
"21003","I-Bl","Q31","27v-29r und 30v-32r","unterschiedl. Versionen","Festa, Costanzo","Iesu nostra redemptio"
"21003","I-CMac","C","21v-24r","","Festa, Costanzo","Iesu nostra redemptio"
"21003","I-Ls","A 8","17v-21r","","Festa, Costanzo","Iesu nostra redemptio"
"21003","I-Rsg","61","121v-124r XX?","s. MPI 3, p. 187","Festa, Costanzo","Iesu nostra redemptio"
"21004","BAV","CG XII.6","45v-49r (n. 13)","","Festa, Costanzo","Veni Creator Spiritus"
"21004","BAV","CS 18 (=18013)","43v-46r","","Festa, Costanzo","Veni Creator Spiritus"
"21004","I-Bl","Q31","32v-36r","","Festa, Costanzo","Veni Creator Spiritus"
"21004","I-Ls","A 8","21v-24r","","Festa, Costanzo","Veni Creator Spiritus"
"21004","I-Rsg","61","42v-46r","s. MPI 3, p. 183","Festa, Costanzo","Veni Creator Spiritus"
"21005","BAV","CG XII.6","49v-52r (n. 14)","","Festa, Costanzo","O lux beata Trinitas"
"21005","BAV","CS 18 (=18014)","49v-52r","","Festa, Costanzo","O lux beata Trinitas"
"21005","BAV","CS 64 (=64003)","21v-23r","","Festa, Costanzo","O lux beata Trinitas"
"21005","BAV","SM 26","53v-56r","","Festa, Costanzo","O lux beata Trinitas"
"21005","I-Bl","Q31","36v-38r","","Festa, Costanzo","O lux beata Trinitas"
"21005","I-Ls","A 8","24v-27r","","Festa, Costanzo","O lux beata Trinitas"
"21005","I-Rsg","61","46v-49r","","Festa, Costanzo","O lux beata Trinitas"
"21006","BAV","CG XII.6","52v-55r (n. 15)","","Festa, Costanzo","Pange lingua gloriosi"
"21006","BAV","CS 18 (=18015)","52v-55r","","Festa, Costanzo","Pange lingua gloriosi"
"21006","BAV","SM 26","50v-53r","","Festa, Costanzo","Pange lingua gloriosi"
"21006","I-Bl","Q31","38b-41r","","Festa, Costanzo","Pange lingua gloriosi"
"21006","I-Ls","A 8","27v-30r","","Festa, Costanzo","Pange lingua gloriosi"
"21006","I-Rsg","61","49v-52r","","Festa, Costanzo","Pange lingua gloriosi"
"21007","","","","","Festa, Costanzo","Aurea luce"
"21007","BAV","CG XII.6","58v-60r (n. 17)","","Festa, Costanzo","Aurea luce"
"21007","BAV","CS 18 (=18017)","58v-60r","","Festa, Costanzo","Aurea luce"
"21007","BAV","SM 26","56v-58r","","Festa, Costanzo","Aurea luce"
"21007","I-Bl","Q31","51v-52r und 53v-54r","52v-53r: 4 stg. Version nicht von Festa","Festa, Costanzo","Aurea luce"
"21007","I-Ls","A 8","38v-41r","","Festa, Costanzo","Aurea luce"
"21007","I-Rsg","61","55v-57r","","Festa, Costanzo","Aurea luce"
"21008","BAV","CG XII.6","68v-72r (n. 22)","","Festa, Costanzo","Christe Redemptor omnium conserva"
"21008","BAV","CS 18 (=18022)","68v-72r","","Festa, Costanzo","Christe Redemptor omnium conserva"
"21008","BAV","SM 26","70v-74r","","Festa, Costanzo","Christe Redemptor omnium conserva"
"21008","I-Bl","Q31","66v-70r","","Festa, Costanzo","Christe Redemptor omnium conserva"
"21008","I-Ls","A 8","34v-38r","","Festa, Costanzo","Christe Redemptor omnium conserva"
"21008","I-Rsg","61","61v-63r, 80v-81r und 63v-64r","MPI 3, p. 189","Festa, Costanzo","Christe Redemptor omnium conserva"
"21009","BAV","CG XV.36","96v-99r (n. 23) und 99v-103r (n. 24)","""Festa""","Festa, Costanzo","Magnificat (primi toni)"
"21010","BAV","CS 64 (=64002)","14v-21r","""Const. Festa""","Festa, Costanzo","Magnificat (tertii toni)"
"21010","BAV","SM 32 (olim J. J. III. 10)","1r-14r","S, T von 1, 3 fehlen","Festa, Costanzo","Magnificat (tertii toni)"
"21010","BAV","SM 36 (olim J. J. III. 14)","85v","nur S,T von v. 1, 3 (=1. fol. von III-10)","Festa, Costanzo","Magnificat (tertii toni)"
"21011","BAV","CS 64 (=64004)","23v-29r","","Festa, Costanzo","Magnificat (sexti toni)"
"21012","keine","-","-","-","Festa, Costanzo","Magnificat (octavi toni)"
"21013","1554/32","Montesdoca","2r, 13r","Lautentabulatur, nur v. 9,  ""Morales""","Morales, Cristóbal de","Magnificat (primi toni)"
"21013","BAV","CG VIII.39","81v-87r (n. 19) und 87v-93r (n. 20)","""Morales""","Morales, Cristóbal de","Magnificat (primi toni)"
"21013","BAV","CG XV.36","40v-45r (n. 11) und 45v-49r (n. 12)","","Morales, Cristóbal de","Magnificat (primi toni)"
"21013","BAV","CS 307 (=307002)","2v-13r","","Morales, Cristóbal de","Magnificat (primi toni)"
"21013","BAV","SM 36 (olim J. J. III. 14)","1v-85r","""Morales""","Morales, Cristóbal de","Magnificat (primi toni)"
"21013","D-As","24 [=Tonkunst Schletterer 20]","5a v-12r (n. 1)","nur geradzahlige Verse, ""Morales""","Morales, Cristóbal de","Magnificat (primi toni)"
"21013","D-B","L.176","","""Morales""","Morales, Cristóbal de","Magnificat (primi toni)"
"21013","D-Dl","Da.2a (Zelenka)","","""Morales""","Morales, Cristóbal de","Magnificat (primi toni)"
"21013","D-ERu","473/3","200v-223r (n. 43)","""Morales""","Morales, Cristóbal de","Magnificat (primi toni)"
"21013","D-ROu","49","n. 2","nur unger. Verse, ""Morales""","Morales, Cristóbal de","Magnificat (primi toni)"
"21013","E-Boc","6","43v-47r","nur geradzahlige Verse, ""Morales""","Morales, Cristóbal de","Magnificat (primi toni)"
"21013","E-GRcr","975","4v-5r (n. 4)","""Morales""","Morales, Cristóbal de","Magnificat (primi toni)"
"21013","E-GU","Cod. C","8r-50r, 51ff.","""Morales""","Morales, Cristóbal de","Magnificat (primi toni)"
"21013","E-Mmc (Mservera)","R. 6832 (olim 607)","p. 86-91 und 132-137","""Morales""","Morales, Cristóbal de","Magnificat (primi toni)"
"21013","E-Tc","18/2","38v-40v","nicht mehr vorhanden, ""Morales""","Morales, Cristóbal de","Magnificat (primi toni)"
"21013","E-Tc","34","104v-126r (1. Teil), 1v-64v, 102v-114v","""Morales""","Morales, Cristóbal de","Magnificat (primi toni)"
