"","6.0000","","","","","","","","","6000",""
"""Ymnus subscriptus scilicet Primo dierum dicitur a kalendis octobris usque ad adventum dominicam et ab octavam epiphaniae usque ad dominicam primam quadragesime""","6.0000","","","Dominicae ad matutinum hymni","","3r-4r","Hymnus","","1","6001",""
"","6.0000","","","Dominicae ad matutinum in primo nocturno","In primo nocturno","4r-14v","Proprium","","3","6003",""
"","6.0000","","","Dominicae ad matutinum in secundo nocturno","In secundo nocturno","14v-20r","Proprium","","4","6004",""
"","6.0000","","","Dominicae ad matutinum in tertio nocturno","In tertio nocturno","20r-23v","Proprium","","5","6005",""
"","6.0000","vgl. AR, p. 1-9","","Dominicae ad laudes","Ad laudes","23v-29r","Proprium","","6","6006",""
"","6.0000","vgl. AR, p. 13-","","Dominicae ad primam","Ad primam","29r-38v","Proprium","","7","6007",""
"","6.0000","vgl. AR, p. 13-","","Feria secunda ad matutinum","Feria ii.","38v-52r","Proprium","","8","6008",""
"","6.0000","vgl. AR, p. 13-","","Feria secunda ad laudes","Ad laudes","52r-54r","Proprium","","9","6009",""
"","6.0000","vgl. AR, p. 13-","","Feria tertia ad matutinum","Feria iii; ad mat.","54r-67r","Proprium","","10","6010",""
"","6.0000","","","Feria tertia ad laudes","Ad laudes","67r-69r","Proprium","","11","6011",""
"","6.0000","","","Feria quarta ad matutinum","Feria iiii. Ad matut.","69r-82v","Proprium","","12","6012",""
"","6.0000","","","Feria quarta ad laudes","Ad laudes","82v-84v","Proprium","","13","6013",""
"","6.0000","","","Feria quinta ad matutinum","Feria Quinta. Ad matutinos","84v-101r","Proprium","","14","6014",""
"","6.0000","","","Feria quinta ad laudes","Ad laudes","101r-105r","Proprium","","15","6015",""
"","6.0000","","","Feria sexta ad matutinum","Feria vi.","105r-118v","Proprium","","16","6016",""
"","6.0000","","","Feria sexta ad laudes","Ad laudes","118v-122r","Proprium","","17","6017",""
"","6.0000","","","Sabbato in matutinum","Sabbato In matut.","122r-122v","Proprium","","18","6018",""
"","6.0000","","","Sabbato ad nocturnos","Ad nocturnos","122v-138r","Proprium","","19","6019",""
"","6.0000","","","Sabbato ad laudes","Ad laudes","138r-143r","Proprium","","20","6020",""
"","6.0000","","","Dominicae ad vesperas","Diebus dominicis ad vs.","143r-147v","Proprium","","21","6021",""
"","6.0000","","","Feria secunda ad vesperas","Feria ii. ad vs.","147v-150v","Proprium","","22","6022",""
"","6.0000","","","Feria secunda ad tertiam","Ad tertiam","150v-153r","Proprium","","23","6023",""
"","6.0000","","","Feria secunda ad sextam","Ad sextam","153v-156r","Proprium","","24","6024",""
"","6.0000","","","Feria secunda ad nonam","Ad nonam","156r-158v","Proprium","","25","6025",""
"","6.0000","vgl. AR, p. 119-","","Feria secunda ad vesperas","Feria ii. ad vs.","159r-160v","Proprium","","26","6026",""
"","6.0000","vgl. AR, p. 101-","","Feria tertia ad vesperas","Feria ii. Ad vesperas","161v-163r","Proprium","","27","6027",""
"","6.0000","","","Feria quarta ad vesperas","Feria quarta ad vesperos","163r-166r","Proprium","","28","6028",""
"","6.0000","","","Feria quinta ad vesperas","Feria v. ad vs.","166r-170v","Proprium","","29","6029",""
"","6.0000","","","Feria sexta ad vesperas","Fer. vi. ad. vs.","170v-175v","Proprium","","30","6030",""
"","6.0000","","","Sabbato ad vesperas","Sabbato ad vesperas","175v-180r","Proprium","","31","6031",""
"","6.0000","","","Ad completorium","Ad completorium","180r-182v","Proprium","","32","6032",""
"","6.0000","","","Cantica, Litaniae","Cantica ad benedictus et ad magnificat","183r-190r","Proprium","","33","6033",""
"","6.0000","","","Antiphonae marianae","","190r-195v","Proprium","","34","6034",""
"","6.0000","","","Sabbato adventus Domini","Sabbato adventus domini","197r-198r","Hymnen","","35","6035",""
"","6.0000","","","Nativitas Domini","In Nativitate domini nostri ihesu christi","198r-199v","Hymnen","","36","6036",""
"","6.0000","","","Epiphanias Domini","In epiphania do.","199v-200r","Hymnus","","37","6037",""
"","6.0000","","","Infra hebomadae epiphaniae Domini","infra ebdom.","200r-200v","Hymnus","","38","6038",""
"","6.0000","","","Sabbato quadragesimae et in ferialibus temporis passionis","Sabbato quadragessimae et in ferialibus diebus usque ad sabbatum dominice passionis","200v-202r","Hymnen","","39","6039",""
"","6.0000","","","Dominica prima quadragesimae","Dominica i. in quadragesima","202r-203r","Hymnus","","40","6040",""
"","6.0000","","","Sabbato dominicae passionis","Sabbato Dominice passionis","203r-205r","Hymnen","","41","6041",""
"","6.0000","","","Sabbato in octava paschae","Sabbato in octava pasce","205r-207r","Hymnen","","42","6042",""
"","6.0000","","","Ascensio Domini","In ascensione d.","207r-208r","Hymnen","","43","6043",""
"","6.0000","","","In festo Pentecostes","In festo pent.","208r-210r","Hymnen","","44","6044",""
"","6.0000","","","SS. Trinitatis","In festo sanctissime trinitatis","210r-212r","Hymnen","","45","6045",""
"","6.0000","","","Corporis Christi","Solemnitate sanctissimi corporis christi","212v-214v","Hymnen","","46","6046",""
"","6.0000","","","S. Pauli conversio","In conversione sancti pauli","214v-215r","Hymnus","","47","6047",""
"","6.0000","","","Cathedra Petri","In cathedra sancti petri","215r-215v","Hymnen","","48","6048",""
"","6.0000","","","S. Johannis Baptistae nat.","In nativitate sancti iohannis baptiste","215v-217r","Hymnen","","49","6049",""
"","6.0000","","","SS. Petri et Pauli apostolorum","In natale apostolorum petri et pauli","217r-218v","Hymnen","","50","6050",""
"","6.0000","","","SS. Mariae et Magdalenae","In festo sancte marie magdalene","218v-219r","Hymnen","","51","6051",""
"","6.0000","","","S. Petri ad vincula","In vinclis sancti petri","219r-219v","Hymnen","","52","6052",""
"","6.0000","","","BMV","In festivitatibus beate virginis","219v-220v","Hymnen","","53","6053",""
"","6.0000","","","S. Michaelis Arch.","In festo beati michaelis archangeli","220v-222r","Hymnen","","54","6054",""
"","6.0000","","","Omnium Sanctorum","In festo omnium sanctorum","222r-223r","Hymnen","","55","6055",""
"","6.0000","","","Commune apostolorum","In natalitiis apostolorum","223r-224r","Hymnen","","56","6056",""
"","6.0000","","","Commune unius martyris","In natalitiis unius martiris","224r-225r","Hymnen","","57","6057",""
"","6.0000","","","Commune plurimorum martyrum","In natalitiis plurimorum martirum","225r-226v","Hymnen","","58","6058",""
"","6.0000","","","Commune unius confessoris","In natalitiis confessoris","226v-228r","Hymnen","","59","6059",""
"","6.0000","","","Commune virginum","In natalitiis virginum","228v-229v","Hymnen","","60","6060",""
"","6.0000","","","Dedicatio ecclesiae","In dedicatione ecclesie","229v-230v","Hymnen","","61","6061",""
"","7.0000","","","","","","","","","7000",""
"","7.0000","vgl. AR, p. 98-104","","Feria secunda ad vesperas","Feria secunda ad Vesperas","3r-7v","Offizium","","1","7001",""
"","7.0000","vgl. AR, p. 119-123","","Feria tertia ad vesperas","Feria 3","7v-12v","Offizium","","2","7002",""
"","7.0000","vgl. AR, p. 139-143","","Feria quarta ad vesperas","Feria quarta ad Vesper.","13r-17v","Offizium","","3","7003",""
"","7.0000","vgl. AR, p. 158-162","","Feria quinta ad vesperas","Feria V Ad Vesp.","17v-27r","Offizium","","4","7004",""
"","7.0000","vgl. AR, p. 179-184","","Feria sexta ad vesperas","Feria Sexta Ad Vesperas","27r-36r","Offizium","","5","7005",""
"","7.0000","vgl. AR, p. 202-207","","Sabbato ad vesperas","Sabb.","36r-44v","Offizium","","6","7006",""
"","7.0000","vgl. AR, p. 362f.","","Quadragesimae ad vesperas","In Quadragesima ad Vesp.","45r-47r","Offizium","","7","7007",""
"","7.0000","vgl. AR, p. ???","","Antiphonae variae","","47r-49r","Offizium","","8","7008",""
"","8.0000","","","","","","","","","8000",""
"","8.0000","","","Dominica in Septuagesima","Dominica in Septuagesima","3r-7v","Proprium","","1","8001",""
"","8.0000","","","Dominica in sexagesima","Dominica in lx.","8r-12r","Proprium","","2","8002",""
"","8.0000","","","Dominica in Quinquagesima","Dominica in l.","12r-16v","Proprium","","3","8003",""
"","8.0000","","","Feria quarta cinerum","In die Cinerum","16v-24v","Proprium","","4","8004",""
"","8.0000","","","Feria quinta post cineres","Fr. v.","24v-27v","Proprium","","5","8005",""
"","8.0000","","","Feria sexta post cineres","Feria vi","27v-29v","Proprium","","6","8006",""
"","8.0000","","","Dominica prima Quadragesimae","Dominica prima in xl:","30r-38r","Proprium","","7","8007",""
"","8.0000","","","Feria secunda post dominicam primam Quadragesimae","Feria ii post primam dominicam xl","38r-41r","Proprium","","8","8008",""
"","8.0000","","","Feria tertia post dominicam primam Quadragesimae","Fr. iii","41r-43v","Proprium","","9","8009",""
"","8.0000","","","Feria quarta post dominicam primam Quadragesimae","Fr. iiii","43v-48r","Proprium","","10","8010",""
"","8.0000","","","Feria quinta post dominicam primam Quadragesimae","Fr. quinta","48r-51r","Proprium","","11","8011",""
"","8.0000","","","Feria sexta post dominicam primam Quadragesimae","Feria sexta","51r-53v","Proprium","","12","8012",""
"","8.0000","","","Sabbato post dominicam primam Quadragesimae","Sabbato","53v-63r","Proprium","","13","8013",""
"","8.0000","","","Dominica secunda Quadragesimae","Dominica ii. in xl.","63r-67v","Proprium","","14","8014",""
"","8.0000","","","Feria secunda post dominicam secundam Quadragesimae","Feria secunda post ii dominicam","67v-70v","Proprium","","15","8015",""
"","8.0000","","","Feria tertia post dominicam secundam Quadragesimae","Fr.a iii","70v-72v","Proprium","","16","8016",""
"","8.0000","","","Feria quarta post Dominicam secundam Quadragesimae","Fr.a quarta","72v-75v","Proprium","","17","8017",""
"","8.0000","","","Feria quinta post dominicam secundam Quadragesimae","Fr.a v.a","75v-79v","Proprium","","18","8018",""
"","8.0000","","","Feria sexta post dominicam secundam Quadragesimae","Feria sexta post dominicam secundam","79v-82r","Proprium","","19","8019",""
"","8.0000","","","Sabbato post dominicam secundam Quadragesimae","Sabbato","82r-84v","Proprium","","20","8020",""
"","8.0000","","","Dominica tertia in Quadragesima","Dominica iii in xl.","84v-89v","Proprium","","21","8021",""
"","8.0000","","","Feria secunda post dominicam tertiam Quadragesimae","Feria secunda post tertiam dominicam in quadragesima","89v-92v","Proprium","","22","8022",""
"","8.0000","","","Feria tertia post dominicam tertiam Quadragesimae","Feria tertia","93r-96r","Proprium","","23","8023",""
"","8.0000","","","Feria quarta post dominicam tertiam Quadragesimae","Feria quarta post dominicam tertiam quadragesime","96r-98r","Proprium","","24","8024",""
"","8.0000","","","Feria quinta post dominicam tertiam Quadragesimae","Fr. v.","98v-101v","Proprium","","25","8025",""
"","8.0000","","","Feria sexta post dominicam tertiam Quadragesimae","Feria sexta","101v-104v","Proprium","","26","8026",""
"","8.0000","","","Sabbato post dominicam tertiam Quadragesimae","Sabbato post ii dominicam","104v-106v","Proprium","","27","8027",""
"","8.0000","","","Dominica quarta Quadragesimae","Dominica quarta in xl.a","107r-111r","Proprium","","28","8028",""
"","8.0000","","","Feria secunda post dominicam quartam Quadragesimae","Feria secunda","111r-114r","Proprium","","29","8029",""
"","8.0000","","","Feria tertia post dominicam quartam Quadragesimae","Feria tertia","114r-117v","Proprium","","30","8030",""
"","8.0000","","","Feria quarta post dominicam quartam Quadragesimae","Fra iiii.","117r-121r","Proprium","","31","8031",""
"","8.0000","","","Feria quinta post dominicam quartam Quadragesimae","Feria quinta","121r-124r","Proprium","","32","8032",""
"","8.0000","","","Feria sexta post dominicam quartam Quadragesimae","Feria vi","124r-126v","Proprium","","33","8033",""
"","8.0000","","","Sabbato post dominicam quartam Quadragesimae","Sabbato","126v-129v","Proprium","","34","8034",""
"","9.0000","","","","","","","","","9000",""
"","9.0000","","","Sabbato post octavam Epiphaniae ad vesperas","Sabbato post octavam Epiphanie ... Ad vesperas","2r-2v","Offizium","","1","9001",""
"","9.0000","","","Dominica secunda post Epiphaniam per horas et ad vesperas","","2v-4r","Offizium","","2","9002",""
"","9.0000","","","Dominica tertia post Epiphaniam ad vesperas","Dominica tertia post Epiphaniam Ad Magn.","4r","Offizium","","3","9003",""
"","9.0000","","","Dominica quarta post Epiphaniam ad vesperas","Dominica quarta post Epiphaniam Ad Magn.","4v","Offizium","","4","9004",""
"","9.0000","","","Dominica quinta post Epiphaniam ad vesperas","Dominica quinta post Epiphaniam Ad Magn.","4v-5r","Offizium","","5","9005",""
"","9.0000","","","Sabbato ante Septuagesimam ad vesperas","Sabbato in Septuagesima Ad vesperas","5r-5v","Offizium","","6","9006",""
"","9.0000","","","Dominica in Septuagesima per horas et ad vesperas","Dominica in septuagesima","5v-7v","Offizium","","7","9007",""
"","9.0000","","","Sabbato ante Sexagesimam ad vesperas","Dominica in sexagesima: Ad Magn.","7v-8r","Offizium","","8","9008",""
"","9.0000","","","Dominica in Sexagesima per horas et ad vesperas","","8r-9v","Offizium","","9","9009",""
"","9.0000","","","Sabbato ante Quinquagesimam ad vesperas","Dominica in quinquagesima. Ad Magn.","9v-10r","Offizium","","10","9010",""
"","9.0000","","","Dominica in Quinquagesima per horas et ad vesperas","","10r-12r","Offizium","","11","9011",""
"","9.0000","","","Feria quarta cinerum ad vesperas","Feria quarta cinerum. Ad Magn.","12r","Offizium","","12","9012",""
"","9.0000","","","Feria quinta post cineres ad vesperas","Feria quinta Ad Magn.","12r-12v","Offizium","","13","9013",""
"","9.0000","","","Feria sexta post cineres ad vesperas","Feria sexta Ad Magn.","12v-13r","Offizium","","14","9014",""
"","9.0000","","","Sabbato primo in Quadragesimam ad vesperas","Sabbato xl. Ad vesperas","13r","Offizium","","15","9015",""
"","9.0000","","","Dominica prima Quadragesimae per horas et ad vesperas","Dominica in quadragesima","13r-16r","Offizium","","16","9016",""
"","9.0000","","","Feriae temporis Quadragesimae per horas","In ferialibus diebus usque ad dominicam de passione . per horas. Ad primam","16r-17v","Offizium","","17","9017",""
"","9.0000","","","Feria secunda post dominicam primam Quadragesimae ad vesperas","Ad Magn.","17v","","","18","9018",""
"","9.0000","","","Feria tertia post dominicam primam Quadragesimae ad vesperas","Feria tertia: Ad Magn.","17v-18r","Offizium","","19","9019",""
"","9.0000","","","Feria quarta quatuor temporum Quadragesimae ad vesperas","Feria Quarta quatuor temporum. Ad Magn.","18r-18v","Offizium","","20","9020",""
"","9.0000","","","Feria quinta quatuor temporum Quadragesimae ad vesperas","Feria Quinta Ad Magn.","18v-19r","Offizium","","21","9021",""
"","9.0000","","","Feria sexta quatuor temporum Quadragesimae ad vesperas","Feria Sexta. Ad Magn.","19r","Offizium","","22","9022",""
"","9.0000","","","Sabbato quatuor temporum Quadragesimae ad vesperas","Sabbato. Ad Magn.","19r-19v","Offizium","","23","9023",""
"","9.0000","","","Dominica secunda Quadragesimae per horas et ad vesperas","Dominica secunda in Quadragesima","19v-20r","Offizium","","24","9024",""
"","9.0000","","","Feria secunda post dominicam secundam Quadragesimae ad vesperas","Feria secunda Ad Magn.","20r-20v","Offizium","","25","9025",""
"","9.0000","","","Feria tertia post dominicam secundam Quadragesimae ad vesperas","Feria Tertia Ad Magn.","20v-21r","Offizium","","26","9026",""
"","9.0000","","","Feria quarta post dominicam secundam Quadragesimae ad vesperas","Feria Quarta Ad Magn.","21r-21v","Offizium","","27","9027",""
"","9.0000","","","Feria quinta post dominicam secundam Quadragesimae ad vesperas","Feria Quinta Ad Magn.","21v","Offizium","","28","9028",""
"","9.0000","","","Feria sexta post dominicam secundam Quadragesimae ad vesperas","Feria sexta Ad Magn.","21v-22r","Offizium","","29","9029",""
"","9.0000","","","Sabbato post dominicam secundam Quadragesimae ad vesperas","Sabbato Ad Magn.","22r-22v","Offizium","","30","9030",""
"","9.0000","","","Dominica tertia Quadragesimae per horas et ad vesperas","Dominica Tertia in quadragesima","22v-24v","Offizium","","31","9031",""
"","9.0000","","","Feria secunda post dominicam tertiam Quadragesimae ad vesperas","Feria secunda Ad Magn.","24v","Offizium","","32","9032",""
"","9.0000","","","Feria tertia post dominicam tertiam Quadragesimae ad vesperas","Feria Tertia Ad Magn.","24v-25r","Offizium","","33","9033",""
"","9.0000","","","Feria quarta post dominicam tertiam Quadragesimae ad vesperas","Feria Quarta Ad Magn.","25r","Offizium","","34","9034",""
"","9.0000","","","Feria quinta post dominicam tertiam Quadragesimae ad vesperas","Feria quinta magn.","25r-25v","Offizium","","35","9035",""
"","9.0000","","","Feria sexta post dominicam tertiam Quadragesimae ad vesperas","Feria Sexta ad Magn.","25v","Offizium","","36","9036",""
"","9.0000","","","Sabbato post dominicam tertiam Quadragesimae ad vesperas","Sabbato Ad Magn.","25v-26r","Offizium","","37","9037",""
"","9.0000","vgl. AR, p. 398","","Dominica quarta Quadragesimae per horas et ad vesperas","Dominica Quarta in Quadragesima","26r-28r","Offizium","","38","9038",""
"","9.0000","vgl. AR, p. 400f.","","Feria secunda post dominicam quartam Quadragesimae ad vesperas","Feria secunda Ad Magn.","28r-28v","Offizium","","39","9039",""
"","9.0000","vgl. AR, p. 401f.","","Feria tertia post dominicam quartam Quadragesimae ad vesperas","Feria iii. ad Mag.","28v","Offizium","","40","9040",""
"","9.0000","vgl. AR, p. 402f.","","Feria quarta post dominicam quartam Quadragesimae ad vesperas","Feria quarta. Ad Magn.","28v-29r","Offizium","","41","9041",""
"","9.0000","vgl. AR, p. 403f.","","Feria quinta post dominicam quartam Quadragesimae ad vesperas","Feria v. Ad Mag.","29r","Offizium","","42","9042",""
"","9.0000","vgl. AR, p. 404","","Feria sexta post dominicam quartam Quadragesimae ad vesperas","Feria vi. ad Mag.","29v","Offizium","","43","9043",""
"","9.0000","vgl. AR, p. 405-408","","Sabbato post dominicam quartam Quadragesimae ad vesperas","Sabbato ad vesperas","29v-30r","Offizium","","44","9044",""
"","9.0000","vgl. AR, p. 412f.","","Dominica Passionis per horas et ad vesperas","Dominica de Passione domini nostri Jesu Christi","30r-33v","Offizium","","45","9045",""
"","9.0000","vgl. AR, p. 82","","Feria secunda post dominicam Passionis per horas et ad vesperas","Feria secunda","33v-35r","Offizium","","46","9046",""
"","9.0000","vgl. AR, p. 417","","Feria tertia post dominicam Passionis ad vesperas","Feria tertia. Ad Magn.","35r-35v","Offizium","","47","9047",""
"","9.0000","vgl. AR, p. 418","","Feria quarta post dominicam de Passione ad vesperas","Feria quarta. Ad Magn.","35v","Offizium","","48","9048",""
"","9.0000","vgl. AR, p. 418f.","","Feria quinta post dominicam Passionis ad vesperas","Feria quinta. Ad Magn.","35v-36r","Offizium","","49","9049",""
"","9.0000","vgl. AR, p. 419f.","","Feria sexta post dominicam Passionis ad vesperas","Feria Sexta. Ad Magn.","36r-36v","Offizium","","50","9050",""
"","9.0000","vgl. AR, p. 420f.","","Sabbato post dominicam de Passione ad vesperas","Sabbato. Ad Magn.","36v-37r","Offizium","","51","9051",""
"","9.0000","vgl. AR, p. 423f.","","Dominica in Palmis per horas et ad vesperas","Dominica in ramis palmarum","37r-39r","Offizium","","52","9052",""
"","9.0000","vgl. AR, p. 426","","Feria secunda maioris hebdomadae per horas et ad vesperas","in Feria secunda maio. he.de.","39r-40v","Offizium","","53","9053",""
"","9.0000","vgl. AR, p. 428","","Feria tertia maioris hebdomadae per horas et ad vesperas","Feria tertia","40v-42r","Offizium","","54","9054",""
"","9.0000","vgl. AR, p. 430","","Feria quarta maioris hebdomadae per horas et ad vesperas","Feria Quarta","42r-43v","Offizium","","55","9055",""
"","9.0000","vgl. AR, p. 436f.","","Coena Domini ad vesperas","Feria quinta in cena dni Absolute dicuntur Vesperi","43v-45v","Offizium","","56","9056",""
"""Sabbato sancto Facta communione in Missa statim cantantur Vespere""","9.0000","vgl. AR, p. 440","","Feria sexta in Parasceve ad vesperas","Feria vi. in parasceve Ad Vesperas","45v","Offizium","","57","9057",""
"","9.0000","vgl. AR, p. 443-448","","Dominica Resurrectionis ad vesperas","Dominica Resurrectionis. Ad Vesperas","46r-49r","Offizium","","58","9058",""
"","9.0000","vgl. AR, p. 448f.","","Feria secunda infra octavam paschae ad vesperas","Feria ii. Ad mag.","49r","Offizium","","59","9059",""
"","9.0000","vgl. AR, p. 449","","Feria tertia octavam paschae ad vesperas","Feria tertia. Ad. Magnificat","49r-49v","Offizium","","60","9060",""
"","9.0000","vgl. AR, p. 450","","Feria quarta octavam paschae ad vesperas","Feria quarta Ad Magn.","49v-50r","Offizium","","61","9061",""
"","9.0000","vgl. AR, p. 450f.","","Feria quinta octavam paschae ad vesperas","Feria quinta Ad Magn.","50r-50v","Offizium","","62","9062",""
"","9.0000","vgl. AR, p. 451f.","","Feria sexta octavam paschae ad vesperas","Feria Sexta Ad Magn.","50v-51r","Offizium","","63","9063",""
"","9.0000","vgl. AR, p. 452-457","","Sabbato in Albis ad vesperas","Sabbato in albis. Ad Vesperas","51r-52r","Offizium","","64","9064",""
"","9.0000","vgl. AR, p. 461","","Dominica in Albis per horas et ad vesperas","","52r-55r","Offizium","","65","9065",""
"","9.0000","vgl. AR, p. 467f.","","Sabbato infra hebdomamdam primam post octavam paschae ad vesperas","Sabbato Ad vesperas","55r-55v","Offizium","","66","9066",""
"","9.0000","vgl. AR, p. 469","","Dominica secunda post pascha ad vesperas","Dominica secunda post Pascha Ad Magnificat","55v-56r","Offizium","","67","9067",""
"","9.0000","vgl. AR, p. 473","","Sabbato infra hebdomamdam secundam post octavam paschae ad vesperas","Sabbato: Ad Magn.","56r-56v","Offizium","","68","9068",""
"","9.0000","vgl. AR, p. 474f.","","Dominica tertia post Pascha ad vesperas","Dominica tertia post pasca. Ad Magn.","56v-57r","Offizium","","69","9069",""
"","9.0000","vgl. AR, p. 478","","Sabbato infra hebdomamdam tertiam post octavam paschae ad vesperas","Sabbato Ad Magn.","57r-57v","Offizium","","70","9070",""
"","9.0000","vgl. AR, p. 480","","Dominica quarta post Pascha ad vesperas","Dominica iiii. post pasc. ad Magn.","57v-58r","Offizium","","71","9071",""
"","9.0000","vgl. AR, p. 483","","Sabbato infra hebdomamdam quartam post octavam paschae ad vesperas","Sabbato Ad Magn.","58r","Offizium","","72","9072",""
"","9.0000","vgl. AR, p. 485","","Dominica quinta post Pascha ad vesperas","Dominica v. post pasc. ad Magn.","58r-58v","Offizium","","73","9073",""
"","9.0000","vgl. AR, p. 490","","Ascensio Domini vig. ad vesperas","In Vigilia Ascensionis Domini Ad Vesperas","58v-59r","Offizium","","74","9074",""
"","9.0000","vgl. AR, p. 491f.","","Ascensio Domini per horas et ad vesperas","In primis et Secundis Vesperis: Et Ad Laudes et per horas","59v-63v","Offizium","","75","9075",""
"","9.0000","vgl. AR, p. 496f.","","Sabbato infra octavam Ascensionis ad vesperas","Sabbato Ad Vesperas","63v-64r","Offizium","","76","9076",""
"","9.0000","vgl. AR, p. 498f.","","Dominica infra octavam Ascensionis ad vesperas","Dominica infra octavam Ascensionis ... Ad Magn.","64r-64v","Offizium","","77","9077",""
"nur Titel auf fol. 64v unten erhalten, da nach fol. 64 Blatt herausgeschnitten","9.0000","vgl. AR, p. 500-503","","Pentecostes vig. ad vesperas","In Vigilia Pentecostes Ad Vesperas","64v","Offizium","","79","9078",""
"nur teilweise erhalten (s.o.); 1. Ant. ""Dum complerentur"" fehlt, 2. Ant. ""Spiritus Domini"" ab ""replevit"" erhalten","9.0000","vgl. AR, p. 503-507","","Pentecostes per horas et ad vesperas","","65r-68r","Offizium","","80","9080",""
"","9.0000","vgl. AR, p. 510f.","","Feria secunda infra octavam Pentecostes ad vesperas","Feria ii. ad Mag.","68r-68v","Offizium","","81","9081",""
"","9.0000","vgl. AR, p. 511f.","","Feria tertia infra octavam Pentecostes ad vesperas","Feria Tertia Ad Magn.","68v-69r","Offizium","","82","9082",""
"","9.0000","vgl. AR, p. 512f.","","Feria quarta infra octavam Pentecostes ad vesperas","Feria quarta Ad Magn.","69r-69v","Offizium","","83","9083",""
"","9.0000","vgl. AR, p. 513f.","","Feria quinta infra octavam Pentecostes ad vesperas","Feria quinta Ad Magn.","69v-70r","Offizium","","84","9084",""
"","9.0000","vgl. AR, p. 514","","Feria sexta infra octavam Pentecostes ad vesperas","Feria Sexta Ad Magn.","70r-70v","Offizium","","85","9085",""
"","9.0000","vgl. AR, p. 517","","Commemoratio in dominicam primam post Pentecostes","Pro Dominica Commemoratio","70v","Offizium","","86","9086",""
"","9.0000","vgl. AR, p. 516-521","","SS. Trinitatis in primis vesperis","In Festo Sanctissime Trimitatis In primis Vesperis","71r-73v","Offizium","","87","9087",""
"","9.0000","vgl. AR, p. 521","","SS. Trinitatis per horas et in secundis vesperis","","73v-76r","Offizium","","88","9088",""
"","9.0000","vgl. AR, p. 525-529","","Corporis Christi in primis vesperis","In Solemnitate Corporis Christi Ad Vesperas","78r-80r","Offizium","","90","9090",""
"","9.0000","vgl. AR, p. 530-533","","Corporis Christi per horas et in secundis vesperis","Ad Laudes et per horas","80v-82r","Offizium","","91","9091",""
"","9.0000","vgl. AR, p. 538","","Dominica infra octavam Corporis Christi ad vesperas","Dominica infra Octava Corporis Christi","83v-84r","Offizium","","93","9094",""
"","9.0000","","","Sabbato post octavam Corporis Christi ad vesperas","Sabbato post Octavam Corpus Christi ... Ad Magn.","84r-84v","Offizium","","94","9095",""
"","9.0000","vgl. AR, p. 538/16-539","","Dominica tertia post Pentecosten ad vesperas","Dominica Tertia post pentecosten ... Ad Magnificat","84v-85r","Offizium","","95","9096",""
"","9.0000","","","Feriae et sabbato ad vesperas usque ad kalendas Augusti","Antiphonae ... ad Magnificat in feriali Officio tantum et diebus Sabbati usque ad kalendas Augusti","85r-89v","Offizium","","96","9097",""
"","9.0000","vgl. AR, p. 555f.","","Dominica quarta post Pentecosten ad vesperas","Dominica quarta post Pentec. Ad Magn.","89v-90r","Offizium","","97","9098",""
"","9.0000","vgl. AR, p. 556f.","","Dominica quinta post Pentecosten ad vesperas","Dominica quinta post Pentecosten Ad Magn.","90r-90v","Offizium","","98","9100",""
"","9.0000","vgl. AR, p. 557f.","","Dominica sexta post Pentecosten ad vesperas","Dominica Sexta post Pentecosten Ad Magn.","90v-91r","Offizium","","95","9101",""
"","9.0000","vgl. AR, p. 558f.","","Dominica septima post Pentecosten ad vesperas","Dominica Septima post Pentecosten Ad Magnificat","91r-92r","Offizium","","96","9102",""
"","9.0000","vgl. AR, p. 559f.","","Dominica octava post Pentecosten ad vesperas","Dominica Octava post Pentecosten Ad Magn.","92r-92v","Offizium","","97","9103",""
"","9.0000","vgl. AR, p. 560f.","","Dominica nona post Pentecosten ad vesperas","Dominica Nona post Pentecosten Ad Magnificat","92v-93r","Offizium","","98","9104",""
"","9.0000","vgl. AR, p. 562","","Dominica decima post Pentecosten ad vesperas","Dominica decima post Pentecosten Ad Magn.","93r-93v","Offizium","","99","9105",""
"","9.0000","vgl. AR, p. 563","","Dominica undecima post Pentecosten ad vesperas","Dominica Undecima post Pente. Ad Magn.","93v-94r","Offizium","","100","9106",""
"","9.0000","vgl. AR, p. 563f.","","Dominica duodecima post Pentecosten ad vesperas","Dominica duodecima post Pent. Ad Magn.","94r-94v","Offizium","","101","9107",""
"","9.0000","vgl. AR, p. 564f.","","Dominica tertiadecima post Pentecosten ad vesperas","Dominica tertiadecima post pente. Ad Magn.","94v-95r","Offizium","","102","9108",""
"","9.0000","vgl. AR, p. 565f.","","Dominica quarta decima post Pentecosten ad vesperas","Dominica quartadecima post Pentec. Ad Magn.","95r-95v","Offizium","","103","9109",""
"","9.0000","vgl. AR, p. 566f.","","Dominica quintadecima post Pentecosten ad vesperas","Dominica quintadecima post Pentec. Ad Magn.","95v","Offizium","","104","9110",""
"","9.0000","vgl. AR, p. 567f.","","Dominica sextadecima post Pentecosten ad vesperas","Dominica sextadecima post Pentecosten. Ad Magn.","96r-96v","Offizium","","105","9111",""
"","9.0000","vgl. AR, p. 568f.","","Dominica septimadecima post Pentecosten ad vesperas","Dominica decimaseptima post Pent. Ad Magn.","96v-97r","Offizium","","106","9112",""
